日期,類型,主題,連結,內容,講者
"Thursday, May 23",Lab,Build your own copilot with Microsoft Copilot studio,https://build.microsoft.com/en-US/sessions/442d6f20-d385-4ec7-8dff-85f1fc94b786?source=sessions,Learn how you can build your own copilots with Microsoft Copilot Studio. In this workshop you’ll learn how Copilots can be created for use across the business. You’ll also see how you can create custom plug ins that can integrate with custom solutions. We’ll then show you how you can use Generative AI for even more intelligent responses.,Chris Whitten
"Thursday, May 23",Lab,Build and deploy serverless apps with Azure Functions and Azure AI,https://build.microsoft.com/en-US/sessions/be3deaea-3699-4360-a23c-6e4745bbd0db?source=sessions,"In this lab, experience architecting a serverless solution on Azure for the use case of a tollbooth application that needs to meet on-demand traffic for event driven scale.",Anahita Afshari
"Thursday, May 23",Breakout,"TomTom brings AI-powered, talking cars to life with Azure",https://build.microsoft.com/en-US/sessions/516a7e95-e830-4c8b-a1e1-97708a340a8f?source=sessions,"Buckle up and join the fast lane using generative AI to build incredible digital experiences. Learn how TomTom's Digital Cockpit is turning ordinary cars into chatty companions using Azure OpenAI Service, Azure Cosmos DB, and AKS. See a demo of how this automotive assistant engages drivers in natural conversations and tackles complex driver requests. Plus, learn about innovation across the Azure intelligent apps stack, and how you can start building your own AI apps. Don’t miss the ride!",Andy Beatman
"Thursday, May 23",Breakout,Reach 320M+ users in flow of work building your own copilot for Teams,https://build.microsoft.com/en-US/sessions/9c884c87-f484-4d63-a33c-d833d5017898?source=sessions,"Learn how you can extend the existing conversational AI capabilities in Microsoft Teams to build your own copilot, leveraging the same UX patterns users will see in Copilot for Microsoft 365.",Joey Glocke
"Thursday, May 23",Breakout,Practical applications of multimodal vision AI models,https://build.microsoft.com/en-US/sessions/22f4de69-5e37-4225-9cd2-6bd37003662e?source=sessions,"Explore vision use cases of GPT-4 Turbo and other models. Images and videos can now prompt, or supplement prompts, to models GPT-4 for more context-aware responses using multiple modes of input or output. Come learn how several Azure AI Vision customers are leveraging large multimodal models (LMMs) and others today.",Fisayo Feyisetan
"Thursday, May 23",Breakout,Bring AI experiences to all your Windows Devices,https://build.microsoft.com/en-US/sessions/65c11f47-56d8-442b-ae52-48df62b7b542?source=sessions,Join this session for exciting product announcements. Check back on May 21st for more details.,Adele Parsons
"Thursday, May 23",Breakout,Blow past benchmarks using vector search and RAG with Elasticsearch,https://build.microsoft.com/en-US/sessions/02b86611-4c67-43e9-a007-040a36e6cb45?source=sessions,"Benchmarks are helpful, but production apps demand more. When vector search and RAG power critical business apps, discover why developers at the world’s most innovative companies choose Elasticsearch. Learn about our investments in making Lucene and Elastic an essential toolset for search-powered AI. We’ll talk about search recall and storage optimizations in Lucene, a radically simplified developer experience with Inference API in Elasticsearch, and bringing it all to Microsoft developers.",Jody Bailey
"Thursday, May 23",Breakout,Securing the Containers’ Supply Chain for Azure Kubernetes Service,https://build.microsoft.com/en-US/sessions/433a1c83-92bb-41d3-8887-a3f6e4428740?source=sessions,"This talk will dive into the five stages of the Containers Secure Supply Chain (CSSC) framework: Acquire, Catalog, Build, Deploy, and Run, and outline the end-to-end experience for securing Azure Kubernetes Service (AKS) workloads. The session will demonstrate how teams can securely acquire container images from public sources like DockerHub and move them through the typical container development stages within enterprises, ending with deployment on Azure Kubernetes Service (AKS).",Payal Mahesh
"Thursday, May 23",Breakout,Scott and Mark learn AI,https://build.microsoft.com/en-US/sessions/10424a54-b809-48fc-9c8e-b8d4e3d0823a?source=sessions,"Join Scott Hanselman and Mark Russinovich as they use AI tools to make smarter apps on Windows. You will learn how to use AI in your app, consume models both local and in the cloud, and how to use LLMs to make your apps even more awesome for users. They may even clean up Scott's messy desktop that has been bothering Mark for some time now.",Mark Russinovich
"Thursday, May 23",Breakout,Safeguard your copilot with Azure AI,https://build.microsoft.com/en-US/sessions/678c213e-72a8-444f-a6b2-d7be5ffaf57a?source=sessions,"Join us for an in-depth session on AI safety and learn how to create, assess, and monitor a full-fledged safety system in Azure AI Studio. Dive into robust content filters provided by Azure AI Content Safety and Azure OpenAI Service, essential for identifying threats, mitigating potential dangers, and preserving output quality. We will share our newest AI Safety features, and also highlight our ground-breaking 'Prompt Shields' designed to mitigate prompt injection attacks.",Andrew Gully
"Thursday, May 23",Breakout,Revolutionize the way you work with automation and AI,https://build.microsoft.com/en-US/sessions/08ea6ff6-80a5-4b39-82e6-6745e49dc98f?source=sessions,"The combined power of automation and artificial intelligence is revolutionizing the way we work. Join us as we share our vision for the future of automation, our high-level roadmap, and how you can get value from generative AI today. See the latest tech designed to help you optimize, monitor, and rapidly create complex automations that integrate across your app ecosystem through simple conversations with Copilot in Power Automate.",Ashvini Sharma
"Thursday, May 23",Breakout,Design and build multi-tenant SaaS apps at scale with Azure Cosmos DB,https://build.microsoft.com/en-US/sessions/76776c46-f59b-4982-b24c-dfd11465ee20?source=sessions,"Learn how to design and optimize multi-tenant SaaS applications using Azure Cosmos DB. This session will explore key design considerations related to tenant isolation, cost optimization, and global distribution. Whether you’re dealing with a high volume of small B2C tenants or a low volume of highly skewed B2B tenants, we’ve got you covered. Real-world examples from innovative ISVs like Kinectify will provide practical insights. Don’t miss this opportunity to enhance your SaaS architecture.",Tara Bhatia
"Thursday, May 23",Breakout,Code-First LLMOps from prototype to production with GenAI tools,https://build.microsoft.com/en-US/sessions/b27da931-0604-4072-84a1-3cdc84c537cc?source=sessions,"Learn how to get from prototype to production with LLMOps and new developer tools for iterative debugging, evaluation, deployment, and monitoring. We’ll test and troubleshoot a copilot app using the code-first prompt flow SDK and frameworks like LangChain, interactively debugging an LLM chat application with VS Code. Then we’ll make sure it meets our thresholds for performance and safety, ship it, and ensure we can collect critical signals in production.",Cassie Breviu
"Thursday, May 23",Breakout,Adaptive cloud approach: Build and scale apps from cloud to edge,https://build.microsoft.com/en-US/sessions/0ac99196-8440-4117-84d4-a7c7181eeb73?source=sessions,"Join us in a demo-heavy session to learn how to architect, develop, deploy, and operate applications and infrastructure designed to run across cloud and edge. See how to use a wide variety of dev tools and cloud-native services to scale your application beyond boundaries.",Armando Blanco
"Thursday, May 23",Demo,"Imagine Cup: PlanRoadmap, leveraging AI to help those with ADHD",https://build.microsoft.com/en-US/sessions/91f49208-3110-4263-8c85-848939233c89?source=sessions,"Interested in how AI can address the needs of the neurodivergent community? In this demo PlanRoadmap will showcase their AI-powered productivity coach, built with the help of Azure OpenAI Service. Witness how their innovative solution is helping people with ADHD overcome task paralysis and achieve their goals.",
"Thursday, May 23",Demo,"Evaluate, monitor, and optimize LLM app performance in Azure AI Studio",https://build.microsoft.com/en-US/sessions/0d0973d6-ce0f-4888-b549-88ce634134d0?source=sessions,"Is your LLM app customer-ready? In this demo, we'll explore how you can use automated evaluations to measure your application's susceptibility to prompt attacks and to generating risky and low quality content before you deploy it in production. Then, learn how to monitor your application for quality, safety, and usage trends in production. Most importantly, we'll discuss steps you can take to improve your application’s reliability over time based on evaluation and monitoring signals.",Alexander Hughes
