代號,日期,時長,Session type,Topic,Level,Delivery Type,Tag,Recording Availability,Programming Language,Download Video,Download Slides,Download Transcript,Resource_1,Resource_2,主題,內容,講者,標籤,下個主題1,下個主題2,下個主題3,下個主題4,下個主題5,下個主題6,下個主題7,下個主題8,下個主題9,相關1,相關2,相關3,相關4,相關5,相關6,相關7,影片,附註
DEM714,22,15 minutes,Demo,Data & Analytics,Expert (400),In Seattle,,Not recorded,Python,,,,Resource,,Full-stack AI app dev with Langchain and Azure Cosmos DB for MongoDB,"In this code-heavy demo, we will go from 0-60 on how to build a full-stack app using the popular Langchain LLM orchestration framework and leverage built-in vector search in Azure Cosmos DB for MongoDB.","Khelan Modi|Microsoft,Mei-Chin Tsai|Microsoft",Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,Design and build multi-tenant SaaS ap...,Building AI applications that leverag...,Serverless architectures: Effortless ...,Adaptive cloud approach: Build and sc...,Using AI with App Service to deploy d...,Start building your next app now with...,,This session has ended,"Khelan Modi
Product Manager
Microsoft
Save to backpackMei-Chin Tsai
DIRECTOR SOFTWARE ENG
Microsoft
Save to backpack"
BRK247,23,45 minutes,Breakout,Windows,Advanced (300),Online,Windows,Recorded,,Video,Slide,Transcript,Resource,,Create Generative AI experiences using Phi,"Use Olive, ONNX Runtime and the new ONNX Runtime GenAI API to ease deployment of generative AI models for the LLMs and SLMs.  See how to run Phi on DML, CPU and GPUs across platforms.","Sam Kemp|Microsoft,Yufeng Li|Microsoft",On Demand|Breakout|In Seattle + Online,More on this topic,More on this topic,More on this topic,More on this topic,,,,,,Build your enterprise Generative AI a...,Building Gen-AI experiences using LLM...,Developer-ready AI PCs - out of box s...,Quickly deploy NVIDIA optimized gener...,Bring AI experiences to all your Wind...,Unleash the superpowers of the AI PC,,,"Sam Kemp
Principal Program Manager
Microsoft

Save to backpackYufeng Li
Software Engineering Manager
Microsoft
Save to backpack"
BRK180,23,45 minutes,Breakout,Developer Tools,Advanced (300),Online,Software Developer,Recorded,,Video,Slide,Transcript,Resource,"Collection: Accelerate Developer...: https://learn.microsoft.com/en-us/collections/wrdxbjk4w7r50o

Collection: Secure Developer Pla...: https://learn.microsoft.com/en-us/collections/qpq5hm0k2gje1k?wt.mc_id=build24_collection_azuremktg_developer

Collection: Microsoft Developer ...: https://learn.microsoft.com/en-us/collections/qzq3tmzod46kz0?wt.mc_id=build24_collection_azuremktg_developer

GitHub Features - check out all ...: https://github.com/features/

GitHub Certifications: https://resources.github.com/learn/certifications/","Better together, build and deploy to Azure with GitHub","In this demo packed session, see how to build and deploy to Azure services from GitHub Actions and how to get the most out of the Azure integrations with GitHub Enterprise.  You will learn best practices to ensure your Azure connections are secured and your company's deployment processes can scale so that teams have flexibility, but your company has the control and compliance guarantees it needs.","Jessica Deen|GitHub,Mandy Whaley|Microsoft",On Demand|Breakout|In Seattle + Online,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,Working across Azure DevOps and GitHub,What’s new in GitHub Copilot and Visu...,Understanding cloud powered developme...,Build apps from the cloud with Micros...,Moving to GitHub Actions,Azure Boards New and Noteworthy,,,"Jessica Deen
Staff Developer Advocate
GitHub
Save to backpackMandy Whaley
Partner Director, Azure Dev Tools
Microsoft
Save to backpack"
DEM830,23,15 minutes,Demo,Other,,In Seattle,Microsoft Learn,Not recorded,,,,,Resource,,Navigating Microsoft Applied Skills credentials,"Microsoft Applied Skills credential allows you to demonstrate technical proficiency in scenario-based skillsets. With interactive training and assessments labs, you can prove your skills by completing real-world tasks.

Join us for an engaging demo of all the resources available in Microsoft Learn to help you build confidence and broaden your opportunities by gaining and validating in-demand skillsets that demonstrate your ability to handle specific projects or highly technical scenarios.",,Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,,,,,,,,This session has ended,
DEM734,23,15 minutes,Demo,Data & Analytics,Advanced (300),In Seattle,Data Scientist,Not recorded,,,,,Resource,,Best of both worlds with Azure Databricks and Microsoft Fabric,"In the rapidly evolving landscape of Data & AI, Azure Databricks and Microsoft Fabric, two innovative technologies in the AI era come together to uniquely combine their capabilities to provide unparalleled insights via a powerful analytics environment, making Azure the premier destination for analytics in the AI era. Join this demo to witness the synergy of Azure Databricks and Microsoft Fabric.","Lingzhi Allen|Microsoft Azure Data,David Meyer|Databricks",Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,Extend and enhance your analytics app...,Unify your data with OneLake and Micr...,Microsoft Fabric: What's new and what...,Integrating Azure AI and Microsoft Fa...,Accelerate insights with real-time Az...,Reimagine Real-Time Intelligence with...,,This session has ended,"Lingzhi Allen
Azure Databricks, Owner of Product and Engineering
Microsoft Azure Data
Save to backpackDavid Meyer
SVP Product, Databricks
Databricks
Save to backpack"
DEM700-R1,23,15 minutes,Demo,AI Development,Intermediate (200),In Seattle,Data Scientist,Not recorded,,,,,Resource,,"Discover, test and deploy models with ease with Azure AI model catalog","The emergence of new foundation models introduces complexity and uncertainty regarding the selection, application, and optimization during training and production phases. Navigate these complexities of foundation models using Azure AI's comprehensive model catalog and a user-friendly platform to benchmark, test, and fine-tune models.","Kriti Faujdar|Microsoft,Shubhi Raj|Microsoft",Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,"Multimodel, Multimodal, and Multiagen...",Accelerate your AI journey with Azure...,Using AI with App Service to deploy d...,Unleash the Potential of APIs with Az...,Learn Responsible AI Practices By Deb...,Building secure and efficient AI solu...,,This session has ended,"Kriti Faujdar
Product Manager
Microsoft
Save to backpackShubhi Raj
Product Manager, Models as a Service Azure ML/AI
Microsoft
Save to backpack"
DEMFP866,23,15 minutes,Demo,,Advanced (300),In Seattle,Client Development,Not recorded,,,,,,,Accelerating development on Windows PCs with RTX AI,"NVIDIA RTX AI provides an end-to-end, GPU-accelerated platform for development, training, integration and deployment across PC and cloud. Learn more about how RTX AI on Windows PCs streamlines development, accelerates AI model fine-tuning and enables an extremely robust collection of outstandingly fast AI applications for consumers.",,Session Ended|Demo|In Seattle only,,,,,,,,,,Accelerate development and deployment...,Optimize productivity by meeting next...,Developer-ready AI PCs - out of box s...,AI Everywhere– accelerate your develo...,Bring AI experiences to all your Wind...,Unleash the superpowers of the AI PC,,This session has ended,"Kedar Potdar
Software Manager - AI
NVIDIA Corporation
Save to backpack"
DEM779,23,15 minutes,Demo,Windows,Advanced (300),In Seattle,,Not recorded,,,,,Resource,,Experiment with your app or game listings in Microsoft Store,"Would you like to see increased downloads and/or revenue from your app or game in Microsoft Store? In this session, we will demo the latest investments on the Store experimentation platform and dev tools that make it easy to create and launch experiments on Microsoft Store. Join us to understand how to experiment with your app or game listings in Microsoft Store!",Tejaswi Vinnakota|Microsoft,Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,Realize your vision with a guide to b...,Supercharging game dev with Microsoft...,Supercharging your React Native app f...,Creating Seamless Cross-Device Experi...,Expand your reach and revenue with Mi...,De-risk app development with Azure-na...,,This session has ended,"Tejaswi Vinnakota
Senior Product Manager
Microsoft
Save to backpack"
DEM723,23,15 minutes,Demo,Copilot,Intermediate (200),In Seattle,Microsoft Copilot,Not recorded,,,,,Resource,,Expand AI chat to all and protect company data with Microsoft Copilot,"Myth: All generative AI services are costly and risk data leaks. Truth: Most of your employees already qualify for Copilot with commercial data protection at no additional cost. See a Copilot demo including the main features to help users be more productive. By the end, you’ll learn how you can give your employees a step up at work with Microsoft Copilot, their everyday AI companion.",,Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,,,,,,,,This session has ended,
DEM704,23,15 minutes,Demo,AI Development,Intermediate (200),In Seattle,Born-in-the-cloud,Not recorded,,,,,Resource,,Safeguard user and AI-generated content with Azure AI Content Safety,"Azure AI Content Safety uses advanced AI to safeguard AI-generated and human-generated content from potential harm, security risks, and to support output quality across various media types. Through practical examples, we'll demonstrate how Azure AI Content Safety supports the integrity of digital platforms, promoting safer, more inclusive online environments, and safer generative AI applications.","Ken Archer|Microsoft,Federico Zarfati|Microsoft",Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,Fundamentals of AI safety and security,Operationalize AI responsibly with Az...,Secure your AI application transforma...,Safeguard your copilot with Azure AI,Data Security Considerations for AI A...,Building secure and efficient AI solu...,,This session has ended,"Ken Archer
Responsible AI
Microsoft
Save to backpackFederico Zarfati
Principal Product Manager - Responsible AI Applied Science and Research
Microsoft
Save to backpack"
DEM713,23,15 minutes,Demo,Cloud Platform,Advanced (300),In Seattle,Replatform,Not recorded,Java,,,,Resource,,Conversational app and code assessment in Azure Migrate,"Discover the latest features of Azure Migrate with Azure Copilot, an AI-powered assistant, to evaluate your apps for cloud compatibility and offer you customized suggestions. Learn how Azure Copilot can assist you in finding potential problems, improving performance, and lowering costs for your cloud migration. How do you determine which apps are fit for the cloud, and what modifications are required to make them cloud-ready? Use natural language conversations to get these answers fast!","Mckenna Barlow|Microsoft,Anand Gaurav|Microsoft",Session Ended|Demo|In Seattle only,More on this topic,,,,,,,,,"App innovation in the AI era: cost, b...",Serverless architectures: Effortless ...,Using AI with App Service to deploy d...,Build intelligent collaborative apps ...,Transforming user experiences with re...,Unlock potential on Azure with Micros...,,This session has ended,"Mckenna Barlow
Product Manager 2
Microsoft
Save to backpackAnand Gaurav
Principal Manager, Product Management
Microsoft
Save to backpack"
LAB331,23,1 hour,Lab,Data & Analytics,Advanced (300),In Seattle,,Not recorded,,,,,Resource,,Use Azure SQL DB and REST endpoints to enable AI content moderation,"Learn how to invoke external REST endpoints from other Azure services without having to write complex code or functions.  This hands-on lab will walk you through setting up AI-assisted content moderation using Azure SQL Database and REST endpoints.  By the end of this lab, you will understand of how to use stored procedures to make REST calls to Azure AI Content Safety and Azure AI Language and how to extend this approach to other AI scenarios, such as language processing and generative AI.",,Session Ended|Lab|In Seattle only,More on this topic,,,,,,,,,The power of AI and Copilot for Azure...,Build your own advanced AI solutions ...,Building Gen-AI experiences using LLM...,Unleash the Potential of APIs with Az...,Power AI apps and develop rich experi...,Quickly deploy NVIDIA optimized gener...,,This session has ended,"Brian Spendolini
Product Manager
Microsoft
Save to backpackMuazma Zahid
Principal PM Manager
Microsoft

Save to backpack"
